"Species","Region","Indicator","category","Year","Value","rank","n_years_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank"
"Scup","Atlantic","abundance_fall","Population","1966-1970 mean",2750,50,52,8,0.961538461538462,5.52884615384615,36
"Scup","Atlantic","abundance_fall","Population","1967-1971 mean",2933,49,52,8,0.942307692307692,6.25,47
"Scup","Atlantic","abundance_fall","Population","1968-1972 mean",3129,48,52,8,0.923076923076923,6.07692307692308,44
"Scup","Atlantic","abundance_fall","Population","1969-1973 mean",4338,47,51,8,0.903846153846154,7.44150641025641,39
"Scup","Atlantic","abundance_fall","Population","1970-1974 mean",4653.2,46,52,8,0.884615384615385,7.37660256410256,38
"Scup","Atlantic","abundance_fall","Population","1971-1975 mean",6030,45,51,8,0.865384615384615,6.70833333333333,30
"Scup","Atlantic","abundance_fall","Population","1972-1976 mean",12484.4,42,52,8,0.807692307692308,6.81089743589744,30
"Scup","Atlantic","abundance_fall","Population","1973-1977 mean",17736.8,32,52,8,0.615384615384615,6.25721153846154,20
"Scup","Atlantic","abundance_fall","Population","1974-1978 mean",20411.6,27,48,8,0.519230769230769,6.13782051282051,21
"Scup","Atlantic","abundance_fall","Population","1975-1979 mean",19342.6,29,46,8,0.557692307692308,6.30448717948718,26
"Scup","Atlantic","abundance_fall","Population","1976-1980 mean",18665.8,31,48,8,0.596153846153846,6.84615384615385,38
"Scup","Atlantic","abundance_fall","Population","1977-1981 mean",14465,38,51,8,0.730769230769231,7.73317307692308,49
"Scup","Atlantic","abundance_fall","Population","1978-1982 mean",11046.6,43,51,8,0.826923076923077,8.14275472334683,49
"Scup","Atlantic","abundance_fall","Population","1979-1983 mean",8534.8,44,52,8,0.846153846153846,8.80474021592443,50
"Scup","Atlantic","abundance_fall","Population","1980-1984 mean",12795.2,41,51,8,0.788461538461538,9.14274066576698,53
"Scup","Atlantic","abundance_fall","Population","1981-1985 mean",14433.2,39,52,8,0.75,8.82395692757535,50
"Scup","Atlantic","abundance_fall","Population","1982-1986 mean",15425,35,50,8,0.673076923076923,9.40870676880739,47
"Scup","Atlantic","abundance_fall","Population","1983-1987 mean",17433.4,33,52,8,0.634615384615385,9.56497330713662,50
"Scup","Atlantic","abundance_fall","Population","1984-1988 mean",20046.2,28,51,8,0.538461538461538,8.82177800269906,38
"Scup","Atlantic","abundance_fall","Population","1985-1989 mean",26788,20,51,8,0.384615384615385,8.86256731099997,36
"Scup","Atlantic","abundance_fall","Population","1986-1990 mean",29836.6,18,52,8,0.346153846153846,8.44843183562224,29
"Scup","Atlantic","abundance_fall","Population","1987-1991 mean",40196.6,1,52,8,0.0192307692307692,7.99951046545474,11
"Scup","Atlantic","abundance_fall","Population","1988-1992 mean",38132,4,52,8,0.0769230769230769,8.38175425365828,17
"Scup","Atlantic","abundance_fall","Population","1989-1993 mean",39604.2,2,51,8,0.0384615384615385,8.0978341404038,12
"Scup","Atlantic","abundance_fall","Population","1990-1994 mean",30726.4,15,52,8,0.288461538461538,8.48821726733878,19
"Scup","Atlantic","abundance_fall","Population","1991-1995 mean",26602.6,21,51,8,0.403846153846154,9.26425273213199,31
"Scup","Atlantic","abundance_fall","Population","1992-1996 mean",14900.2,37,52,8,0.711538461538462,9.88682490540076,46
"Scup","Atlantic","abundance_fall","Population","1993-1997 mean",15034.2,36,51,8,0.692307692307692,9.76895954063137,44
"Scup","Atlantic","abundance_fall","Population","1994-1998 mean",13440.2,40,52,8,0.769230769230769,9.82924588526369,46
"Scup","Atlantic","abundance_fall","Population","1995-1999 mean",15810.4,34,47,8,0.653846153846154,9.10116495991109,41
"Scup","Atlantic","abundance_fall","Population","1996-2000 mean",19130.8,30,52,8,0.576923076923077,8.22903932153158,32
"Scup","Atlantic","abundance_fall","Population","1997-2001 mean",23879,26,52,8,0.5,7.66183995528036,28
"Scup","Atlantic","abundance_fall","Population","1998-2002 mean",33368.8,9,51,8,0.173076923076923,6.33178865338308,11
"Scup","Atlantic","abundance_fall","Population","1999-2003 mean",32706.4,12,46,8,0.230769230769231,7.19842852795639,22
"Scup","Atlantic","abundance_fall","Population","2000-2004 mean",33487.6,8,52,8,0.153846153846154,6.39649817416845,12
"Scup","Atlantic","abundance_fall","Population","2001-2005 mean",31658.2,14,51,8,0.269230769230769,6.71016247254637,14
"Scup","Atlantic","abundance_fall","Population","2002-2006 mean",33103.4,10,52,8,0.192307692307692,5.88232730676616,6
"Scup","Atlantic","abundance_fall","Population","2003-2007 mean",32817.4,11,51,8,0.211538461538462,6.98484179434257,12
"Scup","Atlantic","abundance_fall","Population","2004-2008 mean",36332.6,7,52,8,0.134615384615385,5.36870716572729,3
"Scup","Atlantic","abundance_fall","Population","2005-2009 mean",36733.4,5,51,8,0.0961538461538462,5.45551354819931,4
"Scup","Atlantic","abundance_fall","Population","2006-2010 mean",39269,3,51,8,0.0576923076923077,6.07790131909714,2
"Scup","Atlantic","abundance_fall","Population","2007-2011 mean",36347.4,6,46,8,0.115384615384615,6.36957178957953,4
"Scup","Atlantic","abundance_fall","Population","2008-2012 mean",28132,19,46,8,0.365384615384615,6.35129462041227,5
"Scup","Atlantic","abundance_fall","Population","2009-2013 mean",24335.8,25,43,8,0.480769230769231,7.95490725304967,26
"Scup","Atlantic","abundance_fall","Population","2010-2014 mean",24686.4,24,50,8,0.461538461538462,7.4110079119367,17
"Scup","Atlantic","abundance_fall","Population","2011-2015 mean",32092,13,51,8,0.25,7.95796535550793,22
"Scup","Atlantic","abundance_fall","Population","2012-2016 mean",30312.4,16,50,8,0.307692307692308,7.49536314863327,14
"Scup","Atlantic","abundance_fall","Population","2013-2017 mean",26572.6,22,52,8,0.423076923076923,8.07345267391707,20
"Scup","Atlantic","abundance_fall","Population","2014-2018 mean",30006,17,51,8,0.326923076923077,7.58697937339578,17
"Scup","Atlantic","abundance_fall","Population","2015-2019 mean",24701.6,23,52,8,0.442307692307692,7.64075854700855,22
"Scup","Atlantic","abundance_spring","Population","1969-1973 mean",10349.6,2,48,8,0.0416666666666667,7.44150641025641,39
"Scup","Atlantic","abundance_spring","Population","1970-1974 mean",10893.8,1,47.5,8,0.0208333333333333,7.37660256410256,38
"Scup","Atlantic","abundance_spring","Population","1971-1975 mean",8003.4,3,48,8,0.0625,6.70833333333333,30
"Scup","Atlantic","abundance_spring","Population","1972-1976 mean",4483.2,22,46,8,0.458333333333333,6.81089743589744,30
"Scup","Atlantic","abundance_spring","Population","1973-1977 mean",4417.8,24,48,8,0.5,6.25721153846154,20
"Scup","Atlantic","abundance_spring","Population","1974-1978 mean",4409.4,25,48,8,0.520833333333333,6.13782051282051,21
"Scup","Atlantic","abundance_spring","Population","1975-1979 mean",4583.6,19,48,8,0.395833333333333,6.30448717948718,26
"Scup","Atlantic","abundance_spring","Population","1976-1980 mean",4419,23,48,8,0.479166666666667,6.84615384615385,38
"Scup","Atlantic","abundance_spring","Population","1977-1981 mean",5082.6,17,48,8,0.354166666666667,7.73317307692308,49
"Scup","Atlantic","abundance_spring","Population","1978-1982 mean",4037.8,27,46,8,0.5625,8.14275472334683,49
"Scup","Atlantic","abundance_spring","Population","1979-1983 mean",2305,33,47,8,0.6875,8.80474021592443,50
"Scup","Atlantic","abundance_spring","Population","1980-1984 mean",1574.2,42,47,8,0.875,9.14274066576698,53
"Scup","Atlantic","abundance_spring","Population","1981-1985 mean",1985.8,37,48,8,0.770833333333333,8.82395692757535,50
"Scup","Atlantic","abundance_spring","Population","1982-1986 mean",1513.8,43,48,8,0.895833333333333,9.40870676880739,47
"Scup","Atlantic","abundance_spring","Population","1983-1987 mean",2121.4,35,48,8,0.729166666666667,9.56497330713662,50
"Scup","Atlantic","abundance_spring","Population","1984-1988 mean",2907,29,48,8,0.604166666666667,8.82177800269906,38
"Scup","Atlantic","abundance_spring","Population","1985-1989 mean",2682.2,30,47,8,0.625,8.86256731099997,36
"Scup","Atlantic","abundance_spring","Population","1986-1990 mean",2094.6,36,47,8,0.75,8.44843183562224,29
"Scup","Atlantic","abundance_spring","Population","1987-1991 mean",2284.8,34,48,8,0.708333333333333,7.99951046545474,11
"Scup","Atlantic","abundance_spring","Population","1988-1992 mean",1642.4,41,48,8,0.854166666666667,8.38175425365828,17
"Scup","Atlantic","abundance_spring","Population","1989-1993 mean",1164,46,47.5,8,0.958333333333333,8.0978341404038,12
"Scup","Atlantic","abundance_spring","Population","1990-1994 mean",1208.6,45,47.5,8,0.9375,8.48821726733878,19
"Scup","Atlantic","abundance_spring","Population","1991-1995 mean",1237,44,46,8,0.916666666666667,9.26425273213199,31
"Scup","Atlantic","abundance_spring","Population","1992-1996 mean",778.4,47,48,8,0.979166666666667,9.88682490540076,46
"Scup","Atlantic","abundance_spring","Population","1993-1997 mean",554.8,48,48,8,1,9.76895954063137,44
"Scup","Atlantic","abundance_spring","Population","1994-1998 mean",1899.2,38,48,8,0.791666666666667,9.82924588526369,46
"Scup","Atlantic","abundance_spring","Population","1995-1999 mean",1844.8,39,48,8,0.8125,9.10116495991109,41
"Scup","Atlantic","abundance_spring","Population","1996-2000 mean",2332.8,32,48,8,0.666666666666667,8.22903932153158,32
"Scup","Atlantic","abundance_spring","Population","1997-2001 mean",2585.6,31,47,8,0.645833333333333,7.66183995528036,28
"Scup","Atlantic","abundance_spring","Population","1998-2002 mean",5590.6,14,46,8,0.291666666666667,6.33178865338308,11
"Scup","Atlantic","abundance_spring","Population","1999-2003 mean",4073.8,26,46,8,0.541666666666667,7.19842852795639,22
"Scup","Atlantic","abundance_spring","Population","2000-2004 mean",7412.2,5,47,8,0.104166666666667,6.39649817416845,12
"Scup","Atlantic","abundance_spring","Population","2001-2005 mean",7378.2,6,48,8,0.125,6.71016247254637,14
"Scup","Atlantic","abundance_spring","Population","2002-2006 mean",7286.6,8,48,8,0.166666666666667,5.88232730676616,6
"Scup","Atlantic","abundance_spring","Population","2003-2007 mean",4506.8,21,48,8,0.4375,6.98484179434257,12
"Scup","Atlantic","abundance_spring","Population","2004-2008 mean",4534.4,20,48,8,0.416666666666667,5.36870716572729,3
"Scup","Atlantic","abundance_spring","Population","2005-2009 mean",1645.2,40,45,8,0.833333333333333,5.45551354819931,4
"Scup","Atlantic","abundance_spring","Population","2006-2010 mean",3306.2,28,43,8,0.583333333333333,6.07790131909714,2
"Scup","Atlantic","abundance_spring","Population","2007-2011 mean",4824.4,18,41,8,0.375,6.36957178957953,4
"Scup","Atlantic","abundance_spring","Population","2008-2012 mean",5365.6,16,45,8,0.333333333333333,6.35129462041227,5
"Scup","Atlantic","abundance_spring","Population","2009-2013 mean",5798.6,13,46,8,0.270833333333333,7.95490725304967,26
"Scup","Atlantic","abundance_spring","Population","2010-2014 mean",6340.4,11,43,8,0.229166666666667,7.4110079119367,17
"Scup","Atlantic","abundance_spring","Population","2011-2015 mean",5471.8,15,46,8,0.3125,7.95796535550793,22
"Scup","Atlantic","abundance_spring","Population","2012-2016 mean",6976,9,44,8,0.1875,7.49536314863327,14
"Scup","Atlantic","abundance_spring","Population","2013-2017 mean",7663.4,4,45,8,0.0833333333333333,8.07345267391707,20
"Scup","Atlantic","abundance_spring","Population","2014-2018 mean",7289.2,7,48,8,0.145833333333333,7.58697937339578,17
"Scup","Atlantic","abundance_spring","Population","2015-2019 mean",6500.6,10,48,8,0.208333333333333,7.64075854700855,22
"Scup","Atlantic","abundance_spring","Population","2016-2020 mean",6273.2,12,48,8,0.25,0.666666666666667,3
"Scup","Atlantic","avg_length_fall","Biological","1964-1968 mean",12.6178407333401,2,50,8,0.0384615384615385,4.72115384615385,33
"Scup","Atlantic","avg_length_fall","Biological","1965-1969 mean",13.171594390754,1,51,8,0.0192307692307692,5.16346153846154,32
"Scup","Atlantic","avg_length_fall","Biological","1966-1970 mean",11.7681878805345,6,52,8,0.115384615384615,5.52884615384615,36
"Scup","Atlantic","avg_length_fall","Biological","1967-1971 mean",10.7054058806542,36,51,8,0.692307692307692,6.25,47
"Scup","Atlantic","avg_length_fall","Biological","1968-1972 mean",10.9235105128284,25,49,8,0.480769230769231,6.07692307692308,44
"Scup","Atlantic","avg_length_fall","Biological","1969-1973 mean",10.8856404201658,28,46,8,0.538461538461538,7.44150641025641,39
"Scup","Atlantic","avg_length_fall","Biological","1970-1974 mean",11.1951450426808,22,49,8,0.423076923076923,7.37660256410256,38
"Scup","Atlantic","avg_length_fall","Biological","1971-1975 mean",11.5947124304141,10,52,8,0.192307692307692,6.70833333333333,30
"Scup","Atlantic","avg_length_fall","Biological","1972-1976 mean",12.0025918504081,3,50,8,0.0576923076923077,6.81089743589744,30
"Scup","Atlantic","avg_length_fall","Biological","1973-1977 mean",11.3228030621815,17,51,8,0.326923076923077,6.25721153846154,20
"Scup","Atlantic","avg_length_fall","Biological","1974-1978 mean",10.8590377664738,31,52,8,0.596153846153846,6.13782051282051,21
"Scup","Atlantic","avg_length_fall","Biological","1975-1979 mean",10.4763677480049,39,51,8,0.75,6.30448717948718,26
"Scup","Atlantic","avg_length_fall","Biological","1976-1980 mean",10.2001612368053,46,50,8,0.884615384615385,6.84615384615385,38
"Scup","Atlantic","avg_length_fall","Biological","1977-1981 mean",9.96087726769433,47,47,8,0.903846153846154,7.73317307692308,49
"Scup","Atlantic","avg_length_fall","Biological","1978-1982 mean",10.2932802831428,42,46,8,0.807692307692308,8.14275472334683,49
"Scup","Atlantic","avg_length_fall","Biological","1979-1983 mean",10.8741328661868,30,44,8,0.576923076923077,8.80474021592443,50
"Scup","Atlantic","avg_length_fall","Biological","1980-1984 mean",10.5242055706731,37,47,8,0.711538461538462,9.14274066576698,53
"Scup","Atlantic","avg_length_fall","Biological","1981-1985 mean",10.9219439259024,26,50,8,0.5,8.82395692757535,50
"Scup","Atlantic","avg_length_fall","Biological","1982-1986 mean",10.8840694296797,29,52,8,0.557692307692308,9.40870676880739,47
"Scup","Atlantic","avg_length_fall","Biological","1983-1987 mean",10.9267010570076,24,49,8,0.461538461538462,9.56497330713662,50
"Scup","Atlantic","avg_length_fall","Biological","1984-1988 mean",10.7503942934252,34,51,8,0.653846153846154,8.82177800269906,38
"Scup","Atlantic","avg_length_fall","Biological","1985-1989 mean",11.224582180817,20,52,8,0.384615384615385,8.86256731099997,36
"Scup","Atlantic","avg_length_fall","Biological","1986-1990 mean",11.220820230138,21,51,8,0.403846153846154,8.44843183562224,29
"Scup","Atlantic","avg_length_fall","Biological","1987-1991 mean",11.3987386532316,15,49,8,0.288461538461538,7.99951046545474,11
"Scup","Atlantic","avg_length_fall","Biological","1988-1992 mean",11.4200676583546,14,52,8,0.269230769230769,8.38175425365828,17
"Scup","Atlantic","avg_length_fall","Biological","1989-1993 mean",11.6262618404871,9,52,8,0.173076923076923,8.0978341404038,12
"Scup","Atlantic","avg_length_fall","Biological","1990-1994 mean",11.480139230263,12,52,8,0.230769230769231,8.48821726733878,19
"Scup","Atlantic","avg_length_fall","Biological","1991-1995 mean",11.4774461804203,13,51,8,0.25,9.26425273213199,31
"Scup","Atlantic","avg_length_fall","Biological","1992-1996 mean",11.2767015971406,19,49,8,0.365384615384615,9.88682490540076,46
"Scup","Atlantic","avg_length_fall","Biological","1993-1997 mean",11.3096600400315,18,52,8,0.346153846153846,9.76895954063137,44
"Scup","Atlantic","avg_length_fall","Biological","1994-1998 mean",11.5043282393827,11,49,8,0.211538461538462,9.82924588526369,46
"Scup","Atlantic","avg_length_fall","Biological","1995-1999 mean",11.6691722342892,8,48,8,0.153846153846154,9.10116495991109,41
"Scup","Atlantic","avg_length_fall","Biological","1996-2000 mean",11.7472029870886,7,52,8,0.134615384615385,8.22903932153158,32
"Scup","Atlantic","avg_length_fall","Biological","1997-2001 mean",11.7841322566698,5,51,8,0.0961538461538462,7.66183995528036,28
"Scup","Atlantic","avg_length_fall","Biological","1998-2002 mean",11.8505648513692,4,49,8,0.0769230769230769,6.33178865338308,11
"Scup","Atlantic","avg_length_fall","Biological","1999-2003 mean",11.1906994303749,23,52,8,0.442307692307692,7.19842852795639,22
"Scup","Atlantic","avg_length_fall","Biological","2000-2004 mean",11.3881011469794,16,47,8,0.307692307692308,6.39649817416845,12
"Scup","Atlantic","avg_length_fall","Biological","2001-2005 mean",10.9029148467833,27,51,8,0.519230769230769,6.71016247254637,14
"Scup","Atlantic","avg_length_fall","Biological","2002-2006 mean",10.7629956927875,33,52,8,0.634615384615385,5.88232730676616,6
"Scup","Atlantic","avg_length_fall","Biological","2003-2007 mean",10.2618435601447,44,52,8,0.846153846153846,6.98484179434257,12
"Scup","Atlantic","avg_length_fall","Biological","2004-2008 mean",10.7945416112421,32,52,8,0.615384615384615,5.36870716572729,3
"Scup","Atlantic","avg_length_fall","Biological","2005-2009 mean",10.379301321286,40,51,8,0.769230769230769,5.45551354819931,4
"Scup","Atlantic","avg_length_fall","Biological","2006-2010 mean",10.502401234691,38,52,8,0.730769230769231,6.07790131909714,2
"Scup","Atlantic","avg_length_fall","Biological","2007-2011 mean",10.3424252189088,41,52,8,0.788461538461538,6.36957178957953,4
"Scup","Atlantic","avg_length_fall","Biological","2008-2012 mean",10.731707575159,35,52,8,0.673076923076923,6.35129462041227,5
"Scup","Atlantic","avg_length_fall","Biological","2009-2013 mean",10.2431171652428,45,52,8,0.865384615384615,7.95490725304967,26
"Scup","Atlantic","avg_length_fall","Biological","2010-2014 mean",9.74583310644549,49,52,8,0.942307692307692,7.4110079119367,17
"Scup","Atlantic","avg_length_fall","Biological","2011-2015 mean",9.56907688449637,50,52,8,0.961538461538462,7.95796535550793,22
"Scup","Atlantic","avg_length_fall","Biological","2012-2016 mean",9.8568741945905,48,52,8,0.923076923076923,7.49536314863327,14
"Scup","Atlantic","avg_length_fall","Biological","2013-2017 mean",9.39622134244771,51,52,8,0.980769230769231,8.07345267391707,20
"Scup","Atlantic","avg_length_fall","Biological","2014-2018 mean",9.14122303757438,52,52,8,1,7.58697937339578,17
"Scup","Atlantic","avg_length_fall","Biological","2015-2019 mean",10.2745567297393,43,52,8,0.826923076923077,7.64075854700855,22
"Scup","Atlantic","avg_length_spring","Biological","1969-1973 mean",13.2676464430627,39,45,8,0.8125,7.44150641025641,39
"Scup","Atlantic","avg_length_spring","Biological","1970-1974 mean",12.2408406626466,48,48,8,1,7.37660256410256,38
"Scup","Atlantic","avg_length_spring","Biological","1971-1975 mean",13.6499229286058,29,41,8,0.604166666666667,6.70833333333333,30
"Scup","Atlantic","avg_length_spring","Biological","1972-1976 mean",14.3684856920802,19,45,8,0.395833333333333,6.81089743589744,30
"Scup","Atlantic","avg_length_spring","Biological","1973-1977 mean",15.3917606660436,6,47,8,0.125,6.25721153846154,20
"Scup","Atlantic","avg_length_spring","Biological","1974-1978 mean",15.8465644323106,2,46,8,0.0416666666666667,6.13782051282051,21
"Scup","Atlantic","avg_length_spring","Biological","1975-1979 mean",15.6353865309031,4,48,8,0.0833333333333333,6.30448717948718,26
"Scup","Atlantic","avg_length_spring","Biological","1976-1980 mean",15.2065216620732,9,48,8,0.1875,6.84615384615385,38
"Scup","Atlantic","avg_length_spring","Biological","1977-1981 mean",14.5230402229799,17,46,8,0.354166666666667,7.73317307692308,49
"Scup","Atlantic","avg_length_spring","Biological","1978-1982 mean",13.8612871221476,27,47,8,0.5625,8.14275472334683,49
"Scup","Atlantic","avg_length_spring","Biological","1979-1983 mean",13.0886975330124,44,48,8,0.916666666666667,8.80474021592443,50
"Scup","Atlantic","avg_length_spring","Biological","1980-1984 mean",13.3079910757468,36,48,8,0.75,9.14274066576698,53
"Scup","Atlantic","avg_length_spring","Biological","1981-1985 mean",12.4172958697505,47,48,8,0.979166666666667,8.82395692757535,50
"Scup","Atlantic","avg_length_spring","Biological","1982-1986 mean",13.302663540322,37,48,8,0.770833333333333,9.40870676880739,47
"Scup","Atlantic","avg_length_spring","Biological","1983-1987 mean",13.3277648847783,35,43,8,0.729166666666667,9.56497330713662,50
"Scup","Atlantic","avg_length_spring","Biological","1984-1988 mean",14.0235596491207,23,46,8,0.479166666666667,8.82177800269906,38
"Scup","Atlantic","avg_length_spring","Biological","1985-1989 mean",14.0221433890611,24,45,8,0.5,8.86256731099997,36
"Scup","Atlantic","avg_length_spring","Biological","1986-1990 mean",15.4275699866432,5,48,8,0.104166666666667,8.44843183562224,29
"Scup","Atlantic","avg_length_spring","Biological","1987-1991 mean",14.4667940913299,18,47,8,0.375,7.99951046545474,11
"Scup","Atlantic","avg_length_spring","Biological","1988-1992 mean",14.1894005207495,22,48,8,0.458333333333333,8.38175425365828,17
"Scup","Atlantic","avg_length_spring","Biological","1989-1993 mean",14.8867302348047,11,48,8,0.229166666666667,8.0978341404038,12
"Scup","Atlantic","avg_length_spring","Biological","1990-1994 mean",14.5783917745283,15,48,8,0.3125,8.48821726733878,19
"Scup","Atlantic","avg_length_spring","Biological","1991-1995 mean",13.3326748795511,34,47,8,0.708333333333333,9.26425273213199,31
"Scup","Atlantic","avg_length_spring","Biological","1992-1996 mean",13.3429596396273,33,47,8,0.6875,9.88682490540076,46
"Scup","Atlantic","avg_length_spring","Biological","1993-1997 mean",13.9850198667131,25,48,8,0.520833333333333,9.76895954063137,44
"Scup","Atlantic","avg_length_spring","Biological","1994-1998 mean",12.7396830046255,46,48,8,0.958333333333333,9.82924588526369,46
"Scup","Atlantic","avg_length_spring","Biological","1995-1999 mean",13.1609737707751,40,47,8,0.833333333333333,9.10116495991109,41
"Scup","Atlantic","avg_length_spring","Biological","1996-2000 mean",13.1045667028435,42,48,8,0.875,8.22903932153158,32
"Scup","Atlantic","avg_length_spring","Biological","1997-2001 mean",13.2925500705596,38,48,8,0.791666666666667,7.66183995528036,28
"Scup","Atlantic","avg_length_spring","Biological","1998-2002 mean",13.1125080530475,41,47,8,0.854166666666667,6.33178865338308,11
"Scup","Atlantic","avg_length_spring","Biological","1999-2003 mean",13.7697641665986,28,47,8,0.583333333333333,7.19842852795639,22
"Scup","Atlantic","avg_length_spring","Biological","2000-2004 mean",13.0895247013246,43,47,8,0.895833333333333,6.39649817416845,12
"Scup","Atlantic","avg_length_spring","Biological","2001-2005 mean",12.8676143160678,45,45,8,0.9375,6.71016247254637,14
"Scup","Atlantic","avg_length_spring","Biological","2002-2006 mean",13.9130936386557,26,45,8,0.541666666666667,5.88232730676616,6
"Scup","Atlantic","avg_length_spring","Biological","2003-2007 mean",13.39349262385,32,47,8,0.666666666666667,6.98484179434257,12
"Scup","Atlantic","avg_length_spring","Biological","2004-2008 mean",14.3258588038987,21,48,8,0.4375,5.36870716572729,3
"Scup","Atlantic","avg_length_spring","Biological","2005-2009 mean",15.3145073369301,8,47,8,0.166666666666667,5.45551354819931,4
"Scup","Atlantic","avg_length_spring","Biological","2006-2010 mean",16.2110893838253,1,48,8,0.0208333333333333,6.07790131909714,2
"Scup","Atlantic","avg_length_spring","Biological","2007-2011 mean",14.7332994922785,12,46,8,0.25,6.36957178957953,4
"Scup","Atlantic","avg_length_spring","Biological","2008-2012 mean",14.7043922041207,13,48,8,0.270833333333333,6.35129462041227,5
"Scup","Atlantic","avg_length_spring","Biological","2009-2013 mean",13.5150751615142,31,48,8,0.645833333333333,7.95490725304967,26
"Scup","Atlantic","avg_length_spring","Biological","2010-2014 mean",14.5509504744433,16,48,8,0.333333333333333,7.4110079119367,17
"Scup","Atlantic","avg_length_spring","Biological","2011-2015 mean",13.5791959153496,30,48,8,0.625,7.95796535550793,22
"Scup","Atlantic","avg_length_spring","Biological","2012-2016 mean",14.345240671669,20,47,8,0.416666666666667,7.49536314863327,14
"Scup","Atlantic","avg_length_spring","Biological","2013-2017 mean",15.0259619837381,10,46,8,0.208333333333333,8.07345267391707,20
"Scup","Atlantic","avg_length_spring","Biological","2014-2018 mean",15.7914966145983,3,48,8,0.0625,7.58697937339578,17
"Scup","Atlantic","avg_length_spring","Biological","2015-2019 mean",14.5982603451833,14,48,8,0.291666666666667,7.64075854700855,22
"Scup","Atlantic","avg_length_spring","Biological","2016-2020 mean",15.3835048153636,7,48,8,0.145833333333333,0.666666666666667,3
"Scup","Atlantic","max_length_fall","Biological","1964-1968 mean",35.6,9.5,41,8,0.182692307692308,4.72115384615385,33
"Scup","Atlantic","max_length_fall","Biological","1965-1969 mean",35.6,9.5,48.5,8,0.182692307692308,5.16346153846154,32
"Scup","Atlantic","max_length_fall","Biological","1966-1970 mean",33.4,25.5,49.5,8,0.490384615384615,5.52884615384615,36
"Scup","Atlantic","max_length_fall","Biological","1967-1971 mean",30.4,35,50,8,0.673076923076923,6.25,47
"Scup","Atlantic","max_length_fall","Biological","1968-1972 mean",28.8,39,52,8,0.75,6.07692307692308,44
"Scup","Atlantic","max_length_fall","Biological","1969-1973 mean",29,38,51,8,0.730769230769231,7.44150641025641,39
"Scup","Atlantic","max_length_fall","Biological","1970-1974 mean",28,41,47.5,8,0.788461538461538,7.37660256410256,38
"Scup","Atlantic","max_length_fall","Biological","1971-1975 mean",29.2,36.5,47.5,8,0.701923076923077,6.70833333333333,30
"Scup","Atlantic","max_length_fall","Biological","1972-1976 mean",31.6,31.5,45,8,0.605769230769231,6.81089743589744,30
"Scup","Atlantic","max_length_fall","Biological","1973-1977 mean",33.2,27,51,8,0.519230769230769,6.25721153846154,20
"Scup","Atlantic","max_length_fall","Biological","1974-1978 mean",34.6,16.5,52,8,0.317307692307692,6.13782051282051,21
"Scup","Atlantic","max_length_fall","Biological","1975-1979 mean",35.4,12,48,8,0.230769230769231,6.30448717948718,26
"Scup","Atlantic","max_length_fall","Biological","1976-1980 mean",35,13,51,8,0.25,6.84615384615385,38
"Scup","Atlantic","max_length_fall","Biological","1977-1981 mean",34.8,14.5,39,8,0.278846153846154,7.73317307692308,49
"Scup","Atlantic","max_length_fall","Biological","1978-1982 mean",35.8,7,39.5,8,0.134615384615385,8.14275472334683,49
"Scup","Atlantic","max_length_fall","Biological","1979-1983 mean",33.6,23,52,8,0.442307692307692,8.80474021592443,50
"Scup","Atlantic","max_length_fall","Biological","1980-1984 mean",34.4,19,47.5,8,0.365384615384615,9.14274066576698,53
"Scup","Atlantic","max_length_fall","Biological","1981-1985 mean",35.6,9.5,43.5,8,0.182692307692308,8.82395692757535,50
"Scup","Atlantic","max_length_fall","Biological","1982-1986 mean",34.6,16.5,46,8,0.317307692307692,9.40870676880739,47
"Scup","Atlantic","max_length_fall","Biological","1983-1987 mean",31.6,31.5,47.5,8,0.605769230769231,9.56497330713662,50
"Scup","Atlantic","max_length_fall","Biological","1984-1988 mean",30.6,34,48,8,0.653846153846154,8.82177800269906,38
"Scup","Atlantic","max_length_fall","Biological","1985-1989 mean",27.8,43.5,52,8,0.836538461538462,8.86256731099997,36
"Scup","Atlantic","max_length_fall","Biological","1986-1990 mean",26.4,51,51,8,0.980769230769231,8.44843183562224,29
"Scup","Atlantic","max_length_fall","Biological","1987-1991 mean",25.8,52,52,8,1,7.99951046545474,11
"Scup","Atlantic","max_length_fall","Biological","1988-1992 mean",26.8,50,51,8,0.961538461538462,8.38175425365828,17
"Scup","Atlantic","max_length_fall","Biological","1989-1993 mean",27.6,45.5,51,8,0.875,8.0978341404038,12
"Scup","Atlantic","max_length_fall","Biological","1990-1994 mean",28,41,52,8,0.788461538461538,8.48821726733878,19
"Scup","Atlantic","max_length_fall","Biological","1991-1995 mean",27.6,45.5,51.5,8,0.875,9.26425273213199,31
"Scup","Atlantic","max_length_fall","Biological","1992-1996 mean",27.8,43.5,52,8,0.836538461538462,9.88682490540076,46
"Scup","Atlantic","max_length_fall","Biological","1993-1997 mean",27,48.5,52,8,0.932692307692308,9.76895954063137,44
"Scup","Atlantic","max_length_fall","Biological","1994-1998 mean",27,48.5,52,8,0.932692307692308,9.82924588526369,46
"Scup","Atlantic","max_length_fall","Biological","1995-1999 mean",27.4,47,52,8,0.903846153846154,9.10116495991109,41
