"Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"Scup","Atlantic","abundance_fall","Population","1964-1968 mean",139.21686746988,2,45,8,0.0444444444444444,4.97619047619048,31,53,"Scup - Atlantic","Scup, 4.98"
"Scup","Atlantic","abundance_fall","Population","1965-1969 mean",133.521276595745,2,45,8,0.0444444444444444,4.77855297157623,27,53,"Scup - Atlantic","Scup, 4.78"
"Scup","Atlantic","abundance_fall","Population","1966-1970 mean",151.098901098901,2,45,8,0.0444444444444444,4.76212121212121,29,53,"Scup - Atlantic","Scup, 4.76"
"Scup","Atlantic","abundance_fall","Population","1967-1971 mean",151.185567010309,2,46,8,0.0434782608695652,4.75296442687747,32,53,"Scup - Atlantic","Scup, 4.75"
"Scup","Atlantic","abundance_fall","Population","1968-1972 mean",112.553956834532,2,49,8,0.0408163265306122,4.73025732031943,30,53,"Scup - Atlantic","Scup, 4.73"
"Scup","Atlantic","abundance_fall","Population","1969-1973 mean",104.782608695652,2,49,8,0.0408163265306122,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","abundance_fall","Population","1970-1974 mean",90.5291828793774,2,49,8,0.0408163265306122,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","abundance_fall","Population","1971-1975 mean",84.9295774647887,2,49,8,0.0408163265306122,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","abundance_fall","Population","1972-1976 mean",144.161662817552,2,49,8,0.0408163265306122,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","abundance_fall","Population","1973-1977 mean",195.339207048458,2,49,8,0.0408163265306122,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","abundance_fall","Population","1974-1978 mean",237.344186046512,1,49,8,0.0204081632653061,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","abundance_fall","Population","1975-1979 mean",227.025821596244,2,49,8,0.0408163265306122,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","abundance_fall","Population","1976-1980 mean",254.997267759563,2,49,8,0.0408163265306122,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","abundance_fall","Population","1977-1981 mean",199.242424242424,2,49,8,0.0408163265306122,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","abundance_fall","Population","1978-1982 mean",154.282122905028,2,49,8,0.0408163265306122,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","abundance_fall","Population","1979-1983 mean",115.335135135135,2,49,8,0.0408163265306122,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","abundance_fall","Population","1980-1984 mean",171.517426273458,2,49,8,0.0408163265306122,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","abundance_fall","Population","1981-1985 mean",167.438515081207,2,49,8,0.0408163265306122,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_fall","Population","1982-1986 mean",177.298850574713,2,48.5,8,0.0412371134020619,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","abundance_fall","Population","1983-1987 mean",207.047505938242,2,48.5,8,0.0412371134020619,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","abundance_fall","Population","1984-1988 mean",245.063569682152,2,48.5,8,0.0412371134020619,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","abundance_fall","Population","1985-1989 mean",314.413145539906,2,49,8,0.0408163265306122,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_fall","Population","1986-1990 mean",372.9575,2,49,8,0.0408163265306122,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","abundance_fall","Population","1987-1991 mean",520.681347150259,1,49,8,0.0204081632653061,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","abundance_fall","Population","1988-1992 mean",483.908629441624,1,49,8,0.0204081632653061,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","abundance_fall","Population","1989-1993 mean",517.026109660574,1,49,8,0.0204081632653061,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","abundance_fall","Population","1990-1994 mean",425.573407202216,1,49,8,0.0204081632653061,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","abundance_fall","Population","1991-1995 mean",375.742937853107,1,49,8,0.0204081632653061,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","abundance_fall","Population","1992-1996 mean",220.417159763314,2,49,8,0.0408163265306122,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","abundance_fall","Population","1993-1997 mean",237.132492113565,2,49,8,0.0408163265306122,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","abundance_fall","Population","1994-1998 mean",193.662824207493,2,49,8,0.0408163265306122,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","abundance_fall","Population","1995-1999 mean",214.815217391304,2,49,8,0.0408163265306122,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","abundance_fall","Population","1996-2000 mean",246.530927835052,2,49,8,0.0408163265306122,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","abundance_fall","Population","1997-2001 mean",294.802469135802,2,49,8,0.0408163265306122,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_fall","Population","1998-2002 mean",378.331065759637,1,49,8,0.0204081632653061,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_fall","Population","1999-2003 mean",378.546296296296,1,49,8,0.0204081632653061,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_fall","Population","2000-2004 mean",396.772511848341,1,49,8,0.0204081632653061,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","abundance_fall","Population","2001-2005 mean",405.874358974359,1,49,8,0.0204081632653061,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","abundance_fall","Population","2002-2006 mean",413.7925,1,49,8,0.0204081632653061,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","abundance_fall","Population","2003-2007 mean",421.817480719794,1,49,8,0.0204081632653061,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","abundance_fall","Population","2004-2008 mean",458.744949494949,1,49,8,0.0204081632653061,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","abundance_fall","Population","2005-2009 mean",452.381773399015,1,49,8,0.0204081632653061,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","abundance_fall","Population","2006-2010 mean",459.824355971897,1,49,8,0.0204081632653061,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","abundance_fall","Population","2007-2011 mean",441.109223300971,1,49,8,0.0204081632653061,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","abundance_fall","Population","2008-2012 mean",345.601965601966,1,49,8,0.0204081632653061,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","abundance_fall","Population","2009-2013 mean",316.049350649351,3,49,8,0.0612244897959184,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_fall","Population","2010-2014 mean",330.916890080429,2,49,8,0.0408163265306122,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","abundance_fall","Population","2011-2015 mean",439.616438356164,2,49,8,0.0408163265306122,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","abundance_fall","Population","2012-2016 mean",415.238356164384,2,49,8,0.0408163265306122,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","abundance_fall","Population","2013-2017 mean",459.733564013841,2,49,8,0.0408163265306122,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","abundance_fall","Population","2014-2018 mean",496.788079470199,2,49,8,0.0408163265306122,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","abundance_fall","Population","2015-2019 mean",408.966887417219,1,49,8,0.0204081632653061,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","abundance_spring","Population","1969-1973 mean",275.255319148936,1,48.5,8,0.0206185567010309,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","abundance_spring","Population","1970-1974 mean",227.903765690377,2,49,8,0.0408163265306122,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","abundance_spring","Population","1971-1975 mean",180.256756756757,2,49,8,0.0408163265306122,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","abundance_spring","Population","1972-1976 mean",95.3872340425532,2,49,8,0.0408163265306122,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","abundance_spring","Population","1973-1977 mean",94.3974358974359,2,49,8,0.0408163265306122,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","abundance_spring","Population","1974-1978 mean",168.297709923664,1,49,8,0.0204081632653061,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","abundance_spring","Population","1975-1979 mean",236.268041237113,1,49,8,0.0204081632653061,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","abundance_spring","Population","1976-1980 mean",218.762376237624,1,49,8,0.0204081632653061,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","abundance_spring","Population","1977-1981 mean",292.103448275862,1,49,8,0.0204081632653061,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","abundance_spring","Population","1978-1982 mean",226.842696629213,2,49,8,0.0408163265306122,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","abundance_spring","Population","1979-1983 mean",132.471264367816,2,49,8,0.0408163265306122,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","abundance_spring","Population","1980-1984 mean",110.859154929577,2,48,8,0.0416666666666667,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","abundance_spring","Population","1981-1985 mean",143.898550724638,2,48,8,0.0416666666666667,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_spring","Population","1982-1986 mean",120.142857142857,2,47.5,8,0.0421052631578947,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","abundance_spring","Population","1983-1987 mean",149.394366197183,2,47.5,8,0.0421052631578947,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","abundance_spring","Population","1984-1988 mean",188.766233766234,1,48,8,0.0208333333333333,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","abundance_spring","Population","1985-1989 mean",171.935897435897,1,48,8,0.0208333333333333,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_spring","Population","1986-1990 mean",137.802631578947,1,48,8,0.0208333333333333,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","abundance_spring","Population","1987-1991 mean",131.310344827586,1,49,8,0.0204081632653061,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","abundance_spring","Population","1988-1992 mean",106.649350649351,1,49,8,0.0204081632653061,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","abundance_spring","Population","1989-1993 mean",79.7260273972603,4,49,8,0.0816326530612245,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","abundance_spring","Population","1990-1994 mean",80.5733333333333,4,49,8,0.0816326530612245,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","abundance_spring","Population","1991-1995 mean",79.2948717948718,3,49,8,0.0612244897959184,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","abundance_spring","Population","1992-1996 mean",55.6,7,49,8,0.142857142857143,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","abundance_spring","Population","1993-1997 mean",42.030303030303,8,49,8,0.163265306122449,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","abundance_spring","Population","1994-1998 mean",148.375,2,48,8,0.0416666666666667,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","abundance_spring","Population","1995-1999 mean",144.125,3,49,8,0.0612244897959184,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","abundance_spring","Population","1996-2000 mean",197.694915254237,2,49,8,0.0408163265306122,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","abundance_spring","Population","1997-2001 mean",211.934426229508,2,49,8,0.0408163265306122,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_spring","Population","1998-2002 mean",382.917808219178,1,49,8,0.0204081632653061,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_spring","Population","1999-2003 mean",275.256756756757,1,49,8,0.0204081632653061,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","abundance_spring","Population","2000-2004 mean",441.202380952381,1,49,8,0.0204081632653061,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","abundance_spring","Population","2001-2005 mean",428.96511627907,1,49,8,0.0204081632653061,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","abundance_spring","Population","2002-2006 mean",423.639534883721,1,49,8,0.0204081632653061,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","abundance_spring","Population","2003-2007 mean",296.5,2,49,8,0.0408163265306122,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","abundance_spring","Population","2004-2008 mean",283.4,2,48.5,8,0.0412371134020619,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","abundance_spring","Population","2005-2009 mean",101.555555555556,4,49,8,0.0816326530612245,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","abundance_spring","Population","2006-2010 mean",158.951923076923,2,49,8,0.0408163265306122,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","abundance_spring","Population","2007-2011 mean",211.59649122807,2,48,8,0.0416666666666667,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","abundance_spring","Population","2008-2012 mean",190.269503546099,2,48,8,0.0416666666666667,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","abundance_spring","Population","2009-2013 mean",174.656626506024,2,49,8,0.0408163265306122,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","abundance_spring","Population","2010-2014 mean",188.702380952381,3,49,8,0.0612244897959184,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","abundance_spring","Population","2011-2015 mean",179.993421052632,3,49,8,0.0612244897959184,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","abundance_spring","Population","2012-2016 mean",181.666666666667,3,49,8,0.0612244897959184,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","abundance_spring","Population","2013-2017 mean",198.533678756477,3,49,8,0.0612244897959184,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","abundance_spring","Population","2014-2018 mean",203.608938547486,3,49,8,0.0612244897959184,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","abundance_spring","Population","2015-2019 mean",173.812834224599,3,49,8,0.0612244897959184,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","abundance_spring","Population","2016-2020 mean",160.030612244898,3,49,8,0.0612244897959184,1.81632653061224,15,53,"Scup - Atlantic","Scup, 1.82"
"Scup","Atlantic","avg_length_fall","Biological","1964-1968 mean",12.6178407333401,40,42,8,0.952380952380952,4.97619047619048,31,53,"Scup - Atlantic","Scup, 4.98"
"Scup","Atlantic","avg_length_fall","Biological","1965-1969 mean",13.171594390754,40,43,8,0.930232558139535,4.77855297157623,27,53,"Scup - Atlantic","Scup, 4.78"
"Scup","Atlantic","avg_length_fall","Biological","1966-1970 mean",11.7681878805345,41,44,8,0.931818181818182,4.76212121212121,29,53,"Scup - Atlantic","Scup, 4.76"
"Scup","Atlantic","avg_length_fall","Biological","1967-1971 mean",10.7054058806542,41,44,8,0.931818181818182,4.75296442687747,32,53,"Scup - Atlantic","Scup, 4.75"
"Scup","Atlantic","avg_length_fall","Biological","1968-1972 mean",10.9235105128284,41,46,8,0.891304347826087,4.73025732031943,30,53,"Scup - Atlantic","Scup, 4.73"
"Scup","Atlantic","avg_length_fall","Biological","1969-1973 mean",10.8856404201658,41,46,8,0.891304347826087,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","avg_length_fall","Biological","1970-1974 mean",11.1951450426808,42,47,8,0.893617021276596,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","avg_length_fall","Biological","1971-1975 mean",11.5947124304141,40,47,8,0.851063829787234,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","avg_length_fall","Biological","1972-1976 mean",12.0025918504081,39,45,8,0.866666666666667,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","avg_length_fall","Biological","1973-1977 mean",11.3228030621815,39,46,8,0.847826086956522,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","avg_length_fall","Biological","1974-1978 mean",10.8590377664738,41,45,8,0.911111111111111,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","avg_length_fall","Biological","1975-1979 mean",10.4763677480049,40,47,8,0.851063829787234,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","avg_length_fall","Biological","1976-1980 mean",10.2001612368053,43,47,8,0.914893617021277,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","avg_length_fall","Biological","1977-1981 mean",9.96087726769433,43,47,8,0.914893617021277,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","avg_length_fall","Biological","1978-1982 mean",10.2932802831428,42,47,8,0.893617021276596,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","avg_length_fall","Biological","1979-1983 mean",10.8741328661868,41,47,8,0.872340425531915,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","avg_length_fall","Biological","1980-1984 mean",10.5242055706731,41,47,8,0.872340425531915,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","avg_length_fall","Biological","1981-1985 mean",10.9219439259024,41,47,8,0.872340425531915,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","avg_length_fall","Biological","1982-1986 mean",10.8840694296797,40,47,8,0.851063829787234,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","avg_length_fall","Biological","1983-1987 mean",10.9267010570076,41,47,8,0.872340425531915,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","avg_length_fall","Biological","1984-1988 mean",10.7503942934252,42,47,8,0.893617021276596,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","avg_length_fall","Biological","1985-1989 mean",11.224582180817,40,46,8,0.869565217391304,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","avg_length_fall","Biological","1986-1990 mean",11.220820230138,39,45,8,0.866666666666667,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","avg_length_fall","Biological","1987-1991 mean",11.3987386532316,39,45,8,0.866666666666667,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","avg_length_fall","Biological","1988-1992 mean",11.4200676583546,39,46,8,0.847826086956522,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","avg_length_fall","Biological","1989-1993 mean",11.6262618404871,40,46,8,0.869565217391304,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","avg_length_fall","Biological","1990-1994 mean",11.480139230263,40,47,8,0.851063829787234,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","avg_length_fall","Biological","1991-1995 mean",11.4774461804203,40,47,8,0.851063829787234,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","avg_length_fall","Biological","1992-1996 mean",11.2767015971406,40,47,8,0.851063829787234,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","avg_length_fall","Biological","1993-1997 mean",11.3096600400315,40,47,8,0.851063829787234,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","avg_length_fall","Biological","1994-1998 mean",11.5043282393827,40,47,8,0.851063829787234,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","avg_length_fall","Biological","1995-1999 mean",11.6691722342892,40,48,8,0.833333333333333,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","avg_length_fall","Biological","1996-2000 mean",11.7472029870886,38,47,8,0.808510638297872,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","avg_length_fall","Biological","1997-2001 mean",11.7841322566698,39,47,8,0.829787234042553,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","avg_length_fall","Biological","1998-2002 mean",11.8505648513692,38,47,8,0.808510638297872,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","avg_length_fall","Biological","1999-2003 mean",11.1906994303749,39,47,8,0.829787234042553,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","avg_length_fall","Biological","2000-2004 mean",11.3881011469794,40,47,8,0.851063829787234,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","avg_length_fall","Biological","2001-2005 mean",10.9029148467833,40,47,8,0.851063829787234,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","avg_length_fall","Biological","2002-2006 mean",10.7629956927875,41,47,8,0.872340425531915,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","avg_length_fall","Biological","2003-2007 mean",10.2618435601447,41,47,8,0.872340425531915,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","avg_length_fall","Biological","2004-2008 mean",10.7945416112421,41,47,8,0.872340425531915,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","avg_length_fall","Biological","2005-2009 mean",10.379301321286,43,49,8,0.877551020408163,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","avg_length_fall","Biological","2006-2010 mean",10.502401234691,43,49,8,0.877551020408163,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","avg_length_fall","Biological","2007-2011 mean",10.3424252189088,44,49,8,0.897959183673469,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","avg_length_fall","Biological","2008-2012 mean",10.731707575159,44,49,8,0.897959183673469,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","avg_length_fall","Biological","2009-2013 mean",10.2431171652428,44,49,8,0.897959183673469,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","avg_length_fall","Biological","2010-2014 mean",9.74583310644549,44,49,8,0.897959183673469,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","avg_length_fall","Biological","2011-2015 mean",9.56907688449637,44,48,8,0.916666666666667,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","avg_length_fall","Biological","2012-2016 mean",9.8568741945905,44,48,8,0.916666666666667,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","avg_length_fall","Biological","2013-2017 mean",9.39622134244771,45,48,8,0.9375,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","avg_length_fall","Biological","2014-2018 mean",9.14122303757438,45,48,8,0.9375,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","avg_length_fall","Biological","2015-2019 mean",10.2745567297393,44,48,8,0.916666666666667,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","avg_length_spring","Biological","1969-1973 mean",13.2676464430627,40,45,8,0.888888888888889,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","avg_length_spring","Biological","1970-1974 mean",12.2408406626466,41,46,8,0.891304347826087,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","avg_length_spring","Biological","1971-1975 mean",13.6499229286058,40,46,8,0.869565217391304,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","avg_length_spring","Biological","1972-1976 mean",14.3684856920802,39,45,8,0.866666666666667,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","avg_length_spring","Biological","1973-1977 mean",15.3917606660436,40,44,8,0.909090909090909,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","avg_length_spring","Biological","1974-1978 mean",15.8465644323106,40,43,8,0.930232558139535,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","avg_length_spring","Biological","1975-1979 mean",15.6353865309031,40,47,8,0.851063829787234,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","avg_length_spring","Biological","1976-1980 mean",15.2065216620732,40,47,8,0.851063829787234,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","avg_length_spring","Biological","1977-1981 mean",14.5230402229799,40,47,8,0.851063829787234,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","avg_length_spring","Biological","1978-1982 mean",13.8612871221476,41,47,8,0.872340425531915,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
